%kk,PairID,WaveType,T,D,A,hv,H1,x1,h1,H2,x2,h2,H3,x3,h3,H4,x4,h4,H5,x5,h5,H6,x6,h6,H7,x7,h7,H8,x8,h8,H9,x9,h9,Field,id,StudyID,nHfit,Cdval2,Difval2,R2val2,Bval2,slo,flatbed,ReMean, ReSd, KCMean, KCSd
144,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.192326316,0,0.832716277,0.109908348,1460,0.832716277,0.067679452,1990,0.752004011,0.022635996,2480,0.464368128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,64,19,,0.195042454,0.021864687,,1.6,8449.975592,0,34572.48631,23651.80265,4.634758831,3.159127603
145,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.211894843,0,0.807230027,0.108082031,1460,0.807230027,0.068252953,1990,0.771917906,0.022602973,2480,0.522533746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,65,19,,0.194846831,0.021477282,,1.6,11430.31732,0,36335.0219,27381.18892,4.873147906,3.664416515
146,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.213896896,0,0.810153297,0.102558876,1460,0.810153297,0.050354182,1990,0.783308769,0.018797338,2480,0.572146759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,66,19,,0.244829492,0.021748619,,1.6,13746.58257,0,33854.0683,29300.09795,4.53873292,3.922773777
147,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.202737878,0,0.807393162,0.111710732,1460,0.807393162,0.060853765,1990,0.795615428,0.020724915,2480,0.59893052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,67,19,,0.199883937,0.023979741,,1.6,16131.71376,0,34761.79942,26909.03252,4.660477559,3.602882213
148,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.19157886,0,0.787690174,0.114917862,1460,0.787690174,0.072800451,1990,0.791885466,0.023324605,2480,0.625713401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,68,19,,0.159230071,0.02444804,,1.6,21643.3525,0,35671.04484,24733.44262,4.785209888,3.31433634
149,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.193684361,0,0.75832553,0.114276007,1460,0.75832553,0.053567525,1990,0.774513888,0.019330817,2480,0.631382192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,69,19,,0.177739509,0.026269958,,1.3,29143.34679,0,34276.46161,27262.41547,4.602428835,3.658831438
150,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.199083983,0,0.72612676,0.093712671,1460,0.72612676,0.049453629,1990,0.742241386,0.017794366,2480,0.634196392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,70,19,,0.206382456,0.019706626,,0.4,41316.77568,0,33061.92163,28893.64494,4.444308073,3.883000044
151,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.204483605,0,0.705447386,0.099561599,1460,0.705447386,0.051974444,1990,0.712421735,0.019939255,2480,0.637009583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,71,19,,0.176497307,0.020612794,,1.3,53314.11824,0,35027.79733,29873.0257,4.712125395,4.01765574
152,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.202461695,0,0.714051658,0.098577146,1460,0.714051658,0.049894557,1990,0.686183477,0.019632709,2480,0.615465664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,72,19,,0.184754496,0.02025349,,1.6,30679.18107,0,34477.8933,29378.85546,4.637777215,3.949087638
153,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.199945936,0,0.702769902,0.102554173,1460,0.702769902,0.070120493,1990,0.653915293,0.030684844,2480,0.585819148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,73,19,,0.130835073,0.016744617,,1.6,24396.06916,0,38079.6755,26461.7188,5.125842066,3.556822797
154,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.197430178,0,0.646033037,0.094521155,1460,0.646033037,0.069839226,1990,0.632960978,0.030236963,2480,0.562236202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,74,19,,0.115470684,0.015068308,,1.6,38248.95766,0,38364.88173,27431.39647,5.172626592,3.695845574
155,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.209783652,0,0.583615103,0.088639,1460,0.583615103,0.046226018,1990,0.613098776,0.017441832,2480,0.541280394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,75,19,,0.137085752,0.018302108,,0.4,126563.7285,0,36964.41952,34638.8709,4.991893547,4.678144545
156,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.224487073,0,0.558128294,0.08681392,1460,0.558128294,0.051332023,1990,0.593871189,0.017790376,2480,0.520396947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,76,19,,0.12226902,0.01728518,,1.6,176990.6451,0,39668.65183,37973.79704,5.360817585,5.132419881
157,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.239190494,0,0.537598161,0.077242356,1460,0.537598161,0.038304168,1990,0.564439909,0.012120026,2480,0.496541503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,77,19,,0.150393162,0.016700589,,0.4,126258.4721,0,39032.17167,43429.98884,5.27797611,5.872981723
158,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.225881623,0,0.489615119,0.066756558,1460,0.489615119,0.036760065,1990,0.488180911,0.012476593,2480,0.469205512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,78,19,,0.135425003,0.013056052,,1.6,163653.7234,0,38212.07824,42936.5878,5.173318807,5.812742529
159,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.177756213,0,0.416475488,0.04378938,1460,0.416475488,0.022265963,1990,0.446139057,0.00781478,2480,0.423513439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,79,19,,0.164672916,0.008900424,,0.4,-156327.7378,0,30399.47669,37881.0062,4.120422582,5.13478959
160,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.139612435,0,0.358738228,0.035629031,1460,0.358738228,0.015492465,1990,0.399725621,0.004533854,2480,0.379925914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,80,19,,0.162595009,0.008216063,,0.4,-82289.43906,0,25416.15776,32474.94091,3.446107957,4.403268888
161,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.142075386,0,0.328422657,0.033673662,1460,0.328422657,0.012739538,1990,0.339165531,0.004149714,2480,0.346965243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,81,19,,0.160695713,0.007837171,,0.4,-144097.2395,0,26316.9592,34972.18818,3.568286048,4.741838531
162,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.144538336,0,0.302849717,0.031855618,1460,0.302849717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,82,19,,0.085239469,1.57E-12,,0.4,Inf,1,50314.63621,45455.13503,6.822103306,6.163209164
163,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.132351584,0,0.8803,0.123134333,31.8,0.299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,383,28,,0.488994114,4.29E-14,,0.9,54.70497162,0,38221.78641,13159.37619,9.193111534,3.165095731
164,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.132794932,0,0.8858,0.120827036,31.8,0.3045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,384,28,,0.243799146,6.82E-15,,1.2,54.70497162,0,37558.13074,12222.41124,9.033488943,2.939736739
165,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.126064111,0,0.8023,0.113037158,31.8,0.221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,385,28,,0.275964503,2.70E-14,,0.7,54.70497162,0,39954.53189,15540.33451,9.609871815,3.737764293
166,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.119341352,0,0.7189,0.105622972,31.8,0.1376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,386,28,,0.400984068,2.07E-13,,0.4,54.70497162,0,44831.95093,22261.93939,10.7829896,5.354446009
167,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.121034133,0,0.7399,0.105163533,31.8,0.1586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,387,28,,0.35520341,1.41E-14,,0.5,54.70497162,0,42584.35877,19139.37893,10.24239829,4.603407158
168,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.129860778,0,0.8494,0.114495433,31.8,0.2681,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,388,28,,1.667623577,3.36E-14,,0.4,54.70497162,0,37835.14883,12594.05168,9.100117388,3.029123771
169,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.132811053,0,0.886,0.115726942,31.8,0.3047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,389,28,,0.627532902,1.61E-14,,1.3,54.70497162,0,36575.56273,10832.9198,8.797161491,2.605535986
170,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.137865214,0,0.9487,0.119179707,31.8,0.3674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,390,28,,1.782505021,5.30E-15,,1.1,54.70497162,0,35136.06943,8799.410001,8.450934283,2.116435812
171,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.13072329,0,0.8601,0.111968412,31.8,0.2788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,391,28,,0.307218557,7.07E-15,,1.3,54.70497162,0,36862.01311,11225.83763,8.866058593,2.700040659
172,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.133673566,0,0.8967,0.112403014,31.8,0.3154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,392,28,,1.687295528,6.48E-16,,1,54.70497162,0,35560.35335,9400.750529,8.552983135,2.261070353
173,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.121050255,0,0.7401,0.101143043,31.8,0.1588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,393,28,,0.672820194,4.89E-14,,0.5,54.70497162,0,41494.20204,17598.16027,9.980193579,4.232712945
174,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.125685251,0,0.7976,0.1048823,31.8,0.2163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,394,28,,0.59839386,1.71E-15,,0.8,54.70497162,0,38380.10032,13306.9247,9.231189225,3.200584128
175,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.126950806,0,0.8133,0.105367228,31.8,0.232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,395,28,,1.718675926,2.03E-15,,0.5,54.70497162,0,37638.65736,12279.85068,9.05285722,2.953552085
176,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.130320247,0,0.8551,0.107614872,31.8,0.2738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,396,28,,1.665833671,1.56E-15,,0.8,54.70497162,0,36193.29507,10276.31928,8.7052184,2.471662321
177,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.133689687,0,0.8969,0.11011677,31.8,0.3156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,397,28,,2.148749782,1.15E-15,,0.8,54.70497162,0,35124.18672,8783.963302,8.44807625,2.112720569
178,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.116012215,0,0.6776,0.095677914,31.8,0.0963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,398,28,,0.183881944,3.37E-14,,0.4,54.70497162,0,47455.05709,25832.1135,11.4138996,6.213144984
179,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.122734975,0,0.761,0.101061511,31.8,0.1797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,399,28,,0.742421288,3.28E-14,,0.6,54.70497162,0,39814.11316,15270.231,9.576098275,3.672798943
180,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.119381656,0,0.7194,0.097801465,31.8,0.1381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,400,28,,0.464348223,9.82E-14,,0.5,54.70497162,0,42537.17163,19018.07945,10.23104883,4.574232184
181,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.119381656,0,0.7194,0.097428966,31.8,0.1381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,401,28,,0.49458095,5.23E-14,,0.5,54.70497162,0,42430.55589,18867.30203,10.20540559,4.537967168
182,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.123581366,0,0.7715,0.100856405,31.8,0.1902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,402,28,,0.647524673,8.97E-15,,0.7,54.70497162,0,39035.89775,14190.1972,9.388921752,3.413029001
183,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.120236108,0,0.73,0.096455655,31.8,0.1487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,403,28,,0.35371489,4.70E-14,,0.6,54.70497162,0,41125.60163,17051.32418,9.891537736,4.101187823
184,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.123605548,0,0.7718,0.098248446,31.8,0.1905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,404,28,,0.922874639,1.15E-14,,0.7,54.70497162,0,38382.0893,13266.14444,9.231667615,3.190775652
185,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.127394154,0,0.8188,0.101259837,31.8,0.2375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,405,28,,1.771330069,3.59E-15,,0.7,54.70497162,0,36468.26412,10631.35506,8.77135401,2.557055595
186,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.129498039,0,0.8449,0.103490077,31.8,0.2636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,406,28,,2.231476257,5.47E-15,,0.6,54.70497162,0,35774.15444,9676.237792,8.604406613,2.327330604
187,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.122348054,0,0.7562,0.096356213,31.8,0.1749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,407,28,,0.254396228,1.91E-14,,0.8,54.70497162,0,38974.12825,14071.64362,9.37406494,3.384514473
188,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.122767218,0,0.7614,0.096073356,31.8,0.1801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,408,28,,0.856934632,1.10E-14,,0.7,54.70497162,0,38537.44679,13465.58544,9.26903423,3.23874524
189,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.126991111,0,0.8138,0.096790136,31.8,0.2325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,409,28,,1.476925034,1.22E-15,,1,54.70497162,0,35729.81455,9580.965133,8.593741974,2.304415605
190,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.130779716,0,0.8608,0.100729263,31.8,0.2795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,410,28,,1.514274095,9.22E-16,,1.5,54.70497162,0,34587.31708,8009.374743,8.31894826,1.926416378
191,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.120711698,0,0.7359,0.087886046,31.8,0.1546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,411,28,,0.021781574,4.92E-15,,0.9,54.70497162,0,38283.97132,13048.07115,9.208068259,3.138324621
192,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.129143361,0,0.8405,0.091023991,31.8,0.2592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,412,28,,2.213740958,5.30E-16,,1.6,54.70497162,0,33371.38561,6274.45745,8.026492184,1.509133731
193,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.136253042,0,0.9287,0.102634667,31.8,0.3474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,413,28,,3.448111895,5.01E-15,,0.6,54.70497162,0,32787.80108,5481.489312,7.88612832,1.31840888
194,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.137929701,0,0.9495,0.107357045,31.8,0.3682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,414,28,,2.778154963,8.66E-15,,1.6,54.70497162,0,33063.95924,5868.303852,7.952549934,1.411445589
195,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.137067189,0,0.9388,0.108395572,31.8,0.3575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,415,28,,2.787612687,6.28E-15,,1,54.70497162,0,33532.09145,6533.247015,8.065145185,1.571377848
196,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.134116913,0,0.9022,0.109315468,31.8,0.3209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,416,28,,2.118064231,8.11E-15,,1,54.70497162,0,34798.10884,8323.869819,8.369647934,2.002058795
197,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.133697748,0,0.897,0.108386294,31.8,0.3157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,417,28,,2.124812506,2.91E-15,,1,54.70497162,0,34796.06536,8319.95209,8.369156436,2.001116502
198,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.138332744,0,0.9545,0.111716674,31.8,0.3732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,418,28,,2.873786869,7.62E-15,,0.5,54.70497162,0,33685.01719,6745.16143,8.101926913,1.622347545
199,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.141694124,0,0.9962,0.114431304,31.8,0.4149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,419,28,,2.853071817,6.78E-15,,1,54.70497162,0,33104.66656,5904.855406,7.962340867,1.420236976
200,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.141274959,0,0.991,0.115003442,31.8,0.4097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,420,28,,2.746721138,4.52E-15,,1,54.70497162,0,33320.09049,6212.749236,8.014154672,1.49429166
201,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.140847734,0,0.9857,0.115094025,31.8,0.4044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,421,28,,2.616112181,1.19E-14,,1.2,54.70497162,0,33462.25716,6416.89829,8.048348629,1.54339363
202,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.145055504,0,1.0379,0.119935303,31.8,0.4566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,422,28,,2.621533152,1.84E-15,,1.6,54.70497162,0,33060.92725,5810.329527,7.951820681,1.397501593
203,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.144636339,0,1.0327,0.117889599,31.8,0.4514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,423,28,,2.903424569,3.14E-16,,0.8,54.70497162,0,32852.11721,5519.227825,7.901597649,1.327485754
204,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.141274959,0,0.991,0.112007749,31.8,0.4097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,424,28,,3.082622587,1.05E-15,,0.8,54.70497162,0,32828.90053,5518.101733,7.896013567,1.327214907
205,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.142548576,0,1.0068,0.112587064,31.8,0.4255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,425,28,,3.091244867,2.08E-15,,1.2,54.70497162,0,32567.71028,5137.820777,7.833192038,1.235749657
206,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.141710246,0,0.9964,0.111924938,31.8,0.4151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,426,28,,3.161623353,8.01E-15,,0.7,54.70497162,0,32691.87018,5320.944606,7.863055002,1.279794636
207,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.144652461,0,1.0329,0.11530722,31.8,0.4516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,427,28,,3.191308372,2.02E-15,,0.4,54.70497162,0,32445.46221,4943.953297,7.803788908,1.189120613
208,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.146337181,0,1.0538,0.116798639,31.8,0.4725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,428,28,,3.151658771,5.54E-15,,0.9,54.70497162,0,32259.16771,4660.529392,7.758981318,1.12095144
209,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.145498851,0,1.0434,0.11444315,31.8,0.4621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,429,28,,3.205480386,9.49E-15,,1.6,54.70497162,0,32101.03888,4447.672008,7.720948143,1.06975494
210,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.150117726,0,1.1007,0.12058053,31.8,0.5194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,430,28,,3.126384386,6.83E-15,,1.4,54.70497162,0,31964.73353,4190.750798,7.688163953,1.0079602
211,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.150956055,0,1.1111,0.121601435,31.8,0.5298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,431,28,,3.111941804,1.91E-15,,1.4,54.70497162,0,31934.62207,4134.130986,7.680921538,0.994341992
212,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.152221611,0,1.1268,0.123246378,31.8,0.5455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,432,28,,3.083446207,4.43E-15,,1.3,54.70497162,0,31908.04653,4075.697154,7.674529583,0.980287476
