%kk,PairID,WaveType,T,D,A,hv,H1,x1,h1,H2,x2,h2,H3,x3,h3,H4,x4,h4,H5,x5,h5,H6,x6,h6,H7,x7,h7,H8,x8,h8,H9,x9,h9,Field,id,StudyID,nHfit,Cdval2,Difval2,R2val2,Bval2,slo,flatbed,ReMean, ReSd, KCMean, KCSd
70,NaN,1,10.88979016,0.09,0.01,11.8,0.619567918,35,11.074,0.695755089,128,7.779342903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,847,43,,-0.647406428,999,,0.4,38.85078059,0,3042.923898,0,387.7005919,0
71,NaN,1,11.500949,0.09,0.01,11.8,0.772902792,35,11.695,0.782599937,128,8.403194264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,848,43,,0.454131596,2.96E-13,,0.4,38.88443312,0,3303.443118,0,444.5149507,0
72,NaN,1,11.1768857,0.09,0.01,11.8,0.623507918,35,12.421,0.596829859,128,9.120615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,849,43,,1.316899178,1.70E-13,,0.4,38.78335406,0,2384.03367,0,311.7590404,0
73,NaN,1,12.1484254,0.09,0.01,11.8,0.721384354,35,12.238,0.55245644,128,8.9364325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,850,43,,4.325973757,1.67E-13,,0.4,38.76946329,0,2271.349655,0,322.8418655,0
74,NaN,1,10.44569449,0.09,0.01,11.8,0.600901453,35,11.894,0.562966778,128,8.603505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,851,43,,1.608915782,5.48E-13,,0.4,38.89992235,0,2294.915946,0,280.472293,0
75,NaN,1,8.606845143,0.09,0.01,11.8,0.699452318,35,12.351,0.57526274,128,9.05755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,852,43,,3.028169866,1.95E-14,,0.4,38.86501996,0,2133.681357,0,214.8619008,0
76,NaN,1,9.980960668,0.09,0.01,11.8,0.761604092,35,12.732,0.569868265,128,9.433187761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,853,43,,4.445500531,1.23E-13,,0.4,38.80184464,0,2164.737502,0,252.7920704,0
77,NaN,1,12.21020667,0.09,0.01,11.8,0.737741124,35,12.013,0.609963442,128,8.7164375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,854,43,,3.054557853,2.29E-13,,0.4,38.82832496,0,2546.878329,0,363.8455559,0
78,NaN,1,13.13788232,0.09,0.01,11.8,0.73513834,35,11.167,0.719939836,128,7.8763075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,855,43,,0.91796684,3.53E-14,,1.6,38.89758767,0,3222.136844,0,495.2850396,0
79,NaN,1,12.16799552,0.09,0.01,11.8,0.792486971,35,11.535,0.975671143,128,8.24119474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,856,43,,-1.32199855,999,,0.4,38.8608281,0,4207.020955,0,598.9348419,0
80,NaN,1,10.9560531,0.09,0.01,11.8,0.715760716,35,12.415,0.661208767,128,9.113349408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,857,43,,1.598258299,1.26E-13,,0.4,38.76848759,0,2630.441997,0,337.1853677,0
81,NaN,1,13.38234485,0.09,0.01,11.8,0.738947157,35,12.365,0.865759308,128,9.0673975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,858,43,,-1.075353371,999,,0.4,38.81607926,0,3585.528609,0,561.3985296,0
82,NaN,1,12.93606255,0.09,0.01,11.8,0.732945232,35,11.789,0.802864566,128,8.4943275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,859,43,,-0.314431716,999,,0.4,38.85059896,0,3434.734212,0,519.8536583,0
83,NaN,1,12.08542974,0.09,0.01,11.8,0.635668139,35,12.053,0.639975839,128,8.7629375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,860,43,,0.643699354,7.66E-14,,0.4,38.905036,0,2659.281908,0,376.0212065,0
84,NaN,1,11.39605723,0.09,0.01,11.8,0.542644743,35,12.699,0.62629442,128,9.401133467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,861,43,,-1.43940674,999,,0.4,38.81297157,0,2466.440971,0,328.8601187,0
85,NaN,1,13.02570706,0.09,0.01,11.8,0.67777931,35,12.297,0.584189283,128,8.995143419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,862,43,,2.795392135,3.67E-13,,0.4,38.76606899,0,2420.671506,0,368.9122078,0
86,NaN,1,12.346241,0.09,0.01,11.8,0.840717512,35,11.312,0.808844698,128,8.018358183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,863,43,,0.951375249,4.90E-13,,0.4,38.86275652,0,3551.674262,0,513.0429688,0
87,NaN,1,14.88549391,0.09,0.01,11.8,1.192808749,35,11.407,1.001421638,128,8.1211675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,864,43,,1.738195066,7.41E-14,,0.5,38.9551202,0,4471.473221,0,778.7530225,0
88,NaN,1,12.50413242,0.09,0.01,11.8,0.844084787,35,12.363,0.740290689,128,9.082650944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,865,43,,2.02433381,1.04E-13,,0.4,39.02023773,0,3029.763778,0,443.2494396,0
89,NaN,1,11.15788088,0.09,0.01,11.8,0.808893161,35,12.48,0.717709259,128,9.20412692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,866,43,,1.914518941,7.01E-13,,0.4,39.07355287,0,2849.675607,0,372.0171893,0
90,NaN,1,14.97413519,0.09,0.01,11.8,0.964848374,35,11.785,1.220860411,128,8.52520052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,867,43,,-1.27339691,999,,0.4,39.26621891,0,5310.180897,0,930.3297896,0
91,NaN,1,14.36105733,0.09,0.01,11.8,1.08728062,35,11.783,1.070339133,128,8.539848158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,868,43,,0.598664659,7.07E-15,,1.1,39.46777895,0,4628.999277,0,777.7846908,0
92,NaN,1,12.46698521,0.09,0.01,11.8,0.92613291,35,12.564,0.978299458,128,9.323081951,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,869,43,,-0.019295852,999,,0.4,39.494982,0,3941.174191,0,574.8743561,0
93,NaN,1,14.10920283,0.09,0.01,11.8,1.122990303,35,12.516,1.311782029,128,9.277394784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,870,43,,-0.705155411,999,,0.4,39.52318713,0,5401.882512,0,891.7301955,0
94,NaN,1,12.95968031,0.09,0.01,11.8,1.001369012,35,11.561,1.090771318,128,8.32817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,871,43,,-0.180636167,999,,0.4,39.59379244,0,4720.396907,0,715.7455678,0
95,NaN,1,13.05128846,0.09,0.01,11.8,0.989300095,35,11.382,0.922787327,128,8.1671625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,872,43,,1.082419842,3.13E-14,,0.8,39.81538725,0,4042.224892,0,617.248044,0
96,NaN,1,12.60510426,0.09,0.01,11.8,1.31269078,35,12.272,1.205451254,128,9.0642125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,873,43,,0.948639535,8.68E-14,,0.7,39.90289257,0,4946.518544,0,729.5111691,0
97,NaN,1,13.01532585,0.09,0.01,11.8,1.116824183,35,12.604,1.153041491,128,9.391577725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,874,43,,0.168491007,2.67E-15,,0.7,39.84532202,0,4659.290451,0,709.5135463,0
98,NaN,1,12.25933181,0.09,0.01,11.8,0.991909462,35,11.843,0.914313252,128,8.630768035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,875,43,,1.186539135,7.29E-14,,1,39.84768267,0,3842.74913,0,551.1815788,0
99,NaN,1,11.59202622,0.09,0.01,11.8,0.736737066,35,11.554,0.714387384,128,8.351095392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,876,43,,0.952782183,7.07E-16,,0.4,39.96372533,0,3030.886823,0,411.0691984,0
100,NaN,1,12.98422799,0.09,0.01,11.8,1.059217764,35,12.31,1.057397835,128,9.107341424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,877,43,,0.463227258,2.51E-15,,1.6,39.96679539,0,4347.608728,0,660.4690123,0
101,NaN,1,11.91259305,0.09,0.01,11.8,0.895651596,35,12.591,0.823993917,128,9.382985055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,878,43,,1.36649731,9.40E-14,,1.1,39.9000635,0,3278.635573,0,456.9675007,0
102,NaN,1,12.4996964,0.09,0.01,11.8,0.854101607,35,11.773,0.78168577,128,8.569165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,879,43,,1.458100989,3.37E-13,,1.5,39.95211988,0,3309.387518,0,483.9861692,0
103,NaN,1,13.15750057,0.09,0.01,11.8,0.834135516,35,11.391,0.833585368,128,8.195775255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,880,43,,0.596088901,2.12E-15,,1.1,40.0597799,0,3648.290414,0,561.6278835,0
104,NaN,1,13.4170656,0.09,0.01,11.8,0.976829517,35,12.199,1.194835877,128,8.9999785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,881,43,,-1.136204446,999,,0.4,40.01223499,0,4971.513094,0,780.4264725,0
105,NaN,1,13.96570946,0.09,0.01,11.8,1.305084977,35,12.681,1.74422591,128,9.47644533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,882,43,,-1.391151267,999,,0.4,39.94314755,0,7086.43347,0,1157.91473,0
106,NaN,1,9.7562464,0.09,0.01,11.8,1.035390955,35,11.946,1.028783471,128,8.74555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,883,43,,0.391654316,7.07E-14,,0.9,39.99437579,0,4076.837552,0,465.3631908,0
107,NaN,1,11.40343094,0.09,0.01,11.8,1.195966703,35,11.398,1.245085177,128,8.202065751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,884,43,,0.102940689,3.42E-14,,1,40.05088654,0,5322.906435,0,710.1829324,0
108,NaN,1,13.70979922,0.09,0.01,11.8,1.474120415,35,12.01,1.370321652,128,8.814457261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,885,43,,0.77611868,1.18E-13,,1.1,40.05579348,0,5786.799431,0,928.2295425,0
109,NaN,1,11.5428112,0.09,0.01,11.8,1.018130019,35,12.529,0.924447244,128,9.328153568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,886,43,,1.310248248,8.56E-14,,0.4,39.9894224,0,3667.667046,0,495.3217026,0
110,NaN,1,12.27808594,0.09,0.01,11.8,1.002703748,35,11.937,1.011357962,128,8.750395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,887,43,,0.385056086,8.46E-14,,0.4,40.16814133,0,4217.283672,0,605.8280048,0
111,NaN,1,10.6178329,0.09,0.01,11.8,1.163340556,35,11.463,0.848752001,128,8.28151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,888,43,,2.912909079,2.95E-14,,0.8,40.23272115,0,3555.538678,0,441.699752,0
112,NaN,1,10.69555059,0.09,0.01,11.8,1.177150641,35,12.101,1.013999816,128,8.91611783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,889,43,,1.509098315,9.51E-14,,0.9,40.18986988,0,4066.063392,0,508.8188045,0
113,NaN,1,10.92466929,0.09,0.01,11.8,0.963677737,35,12.697,0.834998691,128,9.496649192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,890,43,,1.862367457,1.34E-12,,0.4,39.99561538,0,3236.046944,0,413.6270892,0
114,NaN,1,10.64255902,0.09,0.01,11.8,0.980233619,35,12.057,0.785017361,128,8.860896902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,891,43,,2.569567302,5.34E-13,,0.4,40.04877067,0,3156.253903,0,393.0102358,0
115,NaN,1,9.704341723,0.09,0.01,11.8,0.871436102,35,11.32,0.668341798,128,8.135377627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,892,43,,3.170980538,2.05E-13,,0.4,40.19314851,0,2769.519439,0,314.4534476,0
116,NaN,1,9.991348675,0.09,0.01,11.8,0.716789865,35,11.728,0.688776795,128,8.534902425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,893,43,,0.985499366,2.81E-13,,0.4,40.08646682,0,2790.429846,0,326.1978432,0
117,NaN,1,11.48995257,0.09,0.01,11.8,0.82395641,35,12.411,0.80911951,128,9.212836896,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,894,43,,0.714342161,3.75E-13,,0.4,40.02297439,0,3231.24584,0,434.3842789,0
118,NaN,1,11.13656574,0.09,0.01,11.8,0.738491877,35,12.143,0.741446792,128,8.9530025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,895,43,,0.515894949,2.51E-15,,0.4,40.1254233,0,2993.02038,0,389.9840282,0
119,NaN,1,9.937832274,0.09,0.01,11.8,0.765334579,35,11.624,0.628089283,128,8.432915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,896,43,,2.812398305,3.82E-14,,0.4,40.11174883,0,2560.340811,0,297.6975793,0
120,NaN,1,10.592764,0.09,0.01,11.8,0.688941483,35,12.073,0.597502438,128,8.887534678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,897,43,,2.470932772,4.28E-14,,0.4,40.18251246,0,2395.155466,0,296.8444041,0
121,NaN,0,6,12,0.034,0.2,1.15445,0,0.6,0.973085905,1,0.6,1.053435625,2,0.6,0.933587223,3,0.6,0.794983131,5,0.6,0.93995319,6,0.6,0.72868884,7,0.6,NaN,NaN,NaN,NaN,NaN,NaN,0,342,10,,2.03424277,0.078148203,,0.4,-1.25E+16,1,54799.07999,8439.418385,327.7671444,50.4782939
122,NaN,0,8.5,12,0.034,0.2,1.15136,0,0.6,1.260048384,1,0.6,1.142667232,5,0.6,0.910495488,7,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,343,10,,0.599852897,0.090818382,,0.4,Inf,1,65331.28463,8612.087454,557.8464027,73.53631623
123,NaN,0,10.5,12,0.034,0.2,0.907809091,0,0.6,0.776222163,1,0.6,0.771456165,2,0.6,0.986153015,3,0.6,0.785315384,4,0.6,0.711586156,5,0.6,0.825289245,6,0.6,0.71303865,7,0.6,NaN,NaN,NaN,0,344,10,,1.17399991,0.083122095,,0.4,Inf,1,47449.76588,5566.759843,501.794212,58.87000318
124,NaN,0,11,12,0.034,0.2,1.05874,0,0.6,1.07038614,1,0.6,0.860402707,2,0.6,1.060116362,4,0.6,0.725589813,5,0.6,0.990265991,7,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,345,10,,0.941529417,0.120893598,,0.4,-2.19E+16,1,56331.03998,8196.073369,624.3565115,90.8428422
125,NaN,0,13.5,12,0.034,0.2,1.048058333,0,0.6,0.923968227,1,0.6,0.891897642,2,0.6,0.923077377,3,0.6,0.87156531,5,0.6,0.858464581,6,0.6,0.775563167,7,0.6,NaN,NaN,NaN,NaN,NaN,NaN,0,346,10,,1.455516977,0.051216601,,0.4,-1.25E+16,1,52736.1031,4855.620195,718.4338077,66.14902316
126,NaN,0,1.250440917,1295,0.052,0.25,0.115,0,0.485,0.09,7,0.485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,48,15,,0.073146531,4.98E-13,,0.4,Inf,1,7400.772509,1276.374738,3.224890511,0.556180963
127,NaN,1,3.79,1200,0.025,0.2,0.084,0,0.4,0.0839,1.15,0.4,0.0765,2.15,0.4,0.0756,3.15,0.4,0.0737,4.15,0.4,0.07,5.15,0.4,0.0552,6.15,0.4,0.0455,7.15,0.4,NaN,NaN,NaN,0,237,20,,0.147612395,0.006549771,,0.4,3.66E+16,1,3645.194082,702.3242901,25.49049493,4.91128685
128,NaN,1,2.53,1200,0.025,0.2,0.15,0,0.5,0.1644,1.15,0.5,0.1609,2.15,0.5,0.1582,3.15,0.5,0.1519,4.15,0.5,0.1364,5.15,0.5,0.1338,6.15,0.5,0.1367,7.15,0.5,NaN,NaN,NaN,0,238,20,,0.019419403,0.009893974,,0.4,2.74E+16,1,6709.136592,541.7754863,29.87250018,2.412260966
129,NaN,1,1.58,1200,0.025,0.2,0.114,0,0.6,0.1137,1.15,0.6,0.11,2.15,0.6,0.1078,3.15,0.6,0.105,4.15,0.6,0.0991,5.15,0.6,0.0962,6.15,0.6,0.0882,7.15,0.6,NaN,NaN,NaN,0,239,20,,0.203290783,0.003134612,,0.4,2.74E+16,1,4008.445691,349.8526231,8.973036208,0.783156489
130,NaN,1,2.21,1200,0.025,0.2,0.131,0,0.6,0.1314,1.15,0.6,0.1263,2.15,0.6,0.1205,3.15,0.6,0.1221,4.15,0.6,0.1148,5.15,0.6,0.1075,6.15,0.6,0.0988,7.15,0.6,NaN,NaN,NaN,0,240,20,,0.13456542,0.004370976,,0.4,2.74E+16,1,4856.966297,467.922622,17.72806253,1.707930629
131,NaN,1,1.89,1200,0.025,0.2,0.161,0,0.7,0.1623,1.15,0.7,0.156,2.15,0.7,0.1626,3.15,0.7,0.1543,4.15,0.7,0.1479,5.15,0.7,0.1406,6.15,0.7,NaN,NaN,NaN,NaN,NaN,NaN,0,241,20,,0.088094263,0.004637578,,0.4,-4.45E+16,1,5813.854434,308.7442034,16.08322464,0.854098161
132,NaN,1,2.53,1200,0.025,0.2,0.187,0,1,0.1848,1.15,1,0.1817,2.15,1,0.1855,3.15,1,0.1846,4.15,1,0.1826,5.15,1,0.1726,6.15,1,NaN,NaN,NaN,NaN,NaN,NaN,0,242,20,,0.07286479,0.003118743,,0.4,-2.22E+16,1,6075.965484,159.1397884,22.80279333,0.597243634
133,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.192206893,0,0.309203891,0.046220576,1460,0.309203891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,53,19,,0.049119783,4.45E-13,,0.4,Inf,1,67293.51683,58269.8753,9.124250084,7.90074497
134,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.195319656,0,0.390016649,0.068664173,1460,0.390016649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,54,19,,0.035967068,1.28E-11,,0.4,Inf,1,66172.08098,44898.97867,8.97151449,6.087338222
135,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.193208653,0,0.479387917,0.076841096,1460,0.479387917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,55,19,,0.052278172,7.41E-12,,0.4,Inf,1,60957.03097,37147.27334,8.254239936,5.030141762
136,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.184089662,0,0.537431701,0.09526395,1460,0.537431701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,56,19,,0.037753795,7.76E-12,,0.4,Inf,1,59523.61317,26766.32153,8.049211117,3.619534524
137,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.17497067,0,0.584114022,0.09196381,1460,0.584114022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,57,19,,0.051008364,6.99E-12,,0.4,Inf,1,54545.75465,23987.51536,7.366459197,3.23953815
138,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.166941613,0,0.642176642,0.104148915,1460,0.642176642,0.037941855,1990,0.373803931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,58,19,,0.095211791,0.021331504,,1.6,9422.752091,0,41698.58868,22833.35336,5.626263581,3.070652342
139,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.187840534,0,0.683160639,0.117187006,1460,0.683160639,0.049069175,1990,0.466324326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,59,19,,0.091767169,0.021805958,,1.6,11662.29719,0,45911.11472,24300.98896,6.186664134,3.262395818
140,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.208669201,0,0.724145912,0.109508388,1460,0.724145912,0.050217769,1990,0.53601839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,60,19,,0.127083304,0.017806888,,1.6,13441.99667,0,46076.03454,28051.17584,6.199405763,3.7630602
141,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.199183976,0,0.769971419,0.106356586,1460,0.769971419,0.052191043,1990,0.602852326,0.018094809,2480,0.304113545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,61,19,,0.189158215,0.020914982,,1.6,6279.956795,0,35022.73705,26489.02615,4.707499216,3.547270871
142,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.189698752,0,0.784258137,0.099499819,1460,0.784258137,0.049477469,1990,0.65819909,0.018552433,2480,0.359432517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,62,19,,0.215951485,0.019676864,,1.6,7075.256192,0,32696.48585,25121.10331,4.391728972,3.362774432
143,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.180213528,0,0.827208505,0.106800157,1460,0.827208505,0.059606071,1990,0.707999257,0.019789627,2480,0.409954636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,63,19,,0.205095173,0.021705278,,1.6,7238.948507,0,32608.32601,22453.44468,4.373481194,2.998877752
