%kk,PairID,WaveType,T,D,A,hv,H1,x1,h1,H2,x2,h2,H3,x3,h3,H4,x4,h4,H5,x5,h5,H6,x6,h6,H7,x7,h7,H8,x8,h8,H9,x9,h9,Field,id,StudyID,nHfit,Cdval2,Difval2,R2val2,Bval2,slo,flatbed,ReMean,ReSd,KCMean,KCSd
78,NaN,1,13.13788232,9,0.01,11.8,0.73513834,35,11.167,0.7199398364,128,7.8763075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,855,43,-999,-999,-999,-999,-999,-999,-999,3222.136844,0,495.2850396,0
79,NaN,1,12.16799552,9,0.01,11.8,0.7924869712,35,11.535,0.9756711433,128,8.24119474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,856,43,-999,-999,-999,-999,-999,-999,-999,4207.020955,0,598.9348419,0
80,NaN,1,10.9560531,9,0.01,11.8,0.7157607159,35,12.415,0.6612087666,128,9.113349408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,857,43,-999,-999,-999,-999,-999,-999,-999,2630.441997,0,337.1853677,0
81,NaN,1,13.38234485,9,0.01,11.8,0.7389471566,35,12.365,0.8657593076,128,9.0673975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,858,43,-999,-999,-999,-999,-999,-999,-999,3585.528609,0,561.3985296,0
82,NaN,1,12.93606255,9,0.01,11.8,0.7329452317,35,11.789,0.8028645663,128,8.4943275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,859,43,-999,-999,-999,-999,-999,-999,-999,3434.734212,0,519.8536583,0
83,NaN,1,12.08542974,9,0.01,11.8,0.6356681391,35,12.053,0.6399758389,128,8.7629375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,860,43,-999,-999,-999,-999,-999,-999,-999,2659.281908,0,376.0212065,0
84,NaN,1,11.39605723,9,0.01,11.8,0.5426447434,35,12.699,0.6262944202,128,9.401133467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,861,43,-999,-999,-999,-999,-999,-999,-999,2466.440971,0,328.8601187,0
85,NaN,1,13.02570706,9,0.01,11.8,0.6777793095,35,12.297,0.5841892834,128,8.995143419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,862,43,-999,-999,-999,-999,-999,-999,-999,2420.671506,0,368.9122078,0
86,NaN,1,12.346241,9,0.01,11.8,0.8407175118,35,11.312,0.8088446975,128,8.018358183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,863,43,-999,-999,-999,-999,-999,-999,-999,3551.674262,0,513.0429688,0
87,NaN,1,14.88549391,9,0.01,11.8,1.192808749,35,11.407,1.001421638,128,8.1211675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,864,43,-999,-999,-999,-999,-999,-999,-999,4471.473221,0,778.7530225,0
88,NaN,1,12.50413242,9,0.01,11.8,0.8440847873,35,12.363,0.7402906894,128,9.082650944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,865,43,-999,-999,-999,-999,-999,-999,-999,3029.763778,0,443.2494396,0
89,NaN,1,11.15788088,9,0.01,11.8,0.8088931611,35,12.48,0.7177092592,128,9.20412692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,866,43,-999,-999,-999,-999,-999,-999,-999,2849.675607,0,372.0171893,0
90,NaN,1,14.97413519,9,0.01,11.8,0.964848374,35,11.785,1.220860411,128,8.52520052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,867,43,-999,-999,-999,-999,-999,-999,-999,5310.180897,0,930.3297896,0
91,NaN,1,14.36105733,9,0.01,11.8,1.08728062,35,11.783,1.070339133,128,8.539848158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,868,43,-999,-999,-999,-999,-999,-999,-999,4628.999277,0,777.7846908,0
92,NaN,1,12.46698521,9,0.01,11.8,0.9261329103,35,12.564,0.9782994576,128,9.323081951,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,869,43,-999,-999,-999,-999,-999,-999,-999,3941.174191,0,574.8743561,0
93,NaN,1,14.10920283,9,0.01,11.8,1.122990303,35,12.516,1.311782029,128,9.277394784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,870,43,-999,-999,-999,-999,-999,-999,-999,5401.882512,0,891.7301955,0
94,NaN,1,12.95968031,9,0.01,11.8,1.001369012,35,11.561,1.090771318,128,8.32817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,871,43,-999,-999,-999,-999,-999,-999,-999,4720.396907,0,715.7455678,0
95,NaN,1,13.05128846,9,0.01,11.8,0.9893000951,35,11.382,0.9227873273,128,8.1671625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,872,43,-999,-999,-999,-999,-999,-999,-999,4042.224892,0,617.248044,0
96,NaN,1,12.60510426,9,0.01,11.8,1.31269078,35,12.272,1.205451254,128,9.0642125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,873,43,-999,-999,-999,-999,-999,-999,-999,4946.518544,0,729.5111691,0
97,NaN,1,13.01532585,9,0.01,11.8,1.116824183,35,12.604,1.153041491,128,9.391577725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,874,43,-999,-999,-999,-999,-999,-999,-999,4659.290451,0,709.5135463,0
98,NaN,1,12.25933181,9,0.01,11.8,0.9919094618,35,11.843,0.9143132522,128,8.630768035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,875,43,-999,-999,-999,-999,-999,-999,-999,3842.74913,0,551.1815788,0
99,NaN,1,11.59202622,9,0.01,11.8,0.736737066,35,11.554,0.7143873838,128,8.351095392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,876,43,-999,-999,-999,-999,-999,-999,-999,3030.886823,0,411.0691984,0
100,NaN,1,12.98422799,9,0.01,11.8,1.059217764,35,12.31,1.057397835,128,9.107341424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,877,43,-999,-999,-999,-999,-999,-999,-999,4347.608728,0,660.4690123,0
101,NaN,1,11.91259305,9,0.01,11.8,0.8956515963,35,12.591,0.8239939169,128,9.382985055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,878,43,-999,-999,-999,-999,-999,-999,-999,3278.635573,0,456.9675007,0
102,NaN,1,12.4996964,9,0.01,11.8,0.8541016068,35,11.773,0.7816857704,128,8.569165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,879,43,-999,-999,-999,-999,-999,-999,-999,3309.387518,0,483.9861692,0
103,NaN,1,13.15750057,9,0.01,11.8,0.8341355156,35,11.391,0.8335853676,128,8.195775255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,880,43,-999,-999,-999,-999,-999,-999,-999,3648.290414,0,561.6278835,0
104,NaN,1,13.4170656,9,0.01,11.8,0.976829517,35,12.199,1.194835877,128,8.9999785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,881,43,-999,-999,-999,-999,-999,-999,-999,4971.513094,0,780.4264725,0
105,NaN,1,13.96570946,9,0.01,11.8,1.305084977,35,12.681,1.74422591,128,9.47644533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,882,43,-999,-999,-999,-999,-999,-999,-999,7086.43347,0,1157.91473,0
106,NaN,1,9.7562464,9,0.01,11.8,1.035390955,35,11.946,1.028783471,128,8.74555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,883,43,-999,-999,-999,-999,-999,-999,-999,4076.837552,0,465.3631908,0
107,NaN,1,11.40343094,9,0.01,11.8,1.195966703,35,11.398,1.245085177,128,8.202065751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,884,43,-999,-999,-999,-999,-999,-999,-999,5322.906435,0,710.1829324,0
108,NaN,1,13.70979922,9,0.01,11.8,1.474120415,35,12.01,1.370321652,128,8.814457261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,885,43,-999,-999,-999,-999,-999,-999,-999,5786.799431,0,928.2295425,0
109,NaN,1,11.5428112,9,0.01,11.8,1.018130019,35,12.529,0.9244472442,128,9.328153568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,886,43,-999,-999,-999,-999,-999,-999,-999,3667.667046,0,495.3217026,0
110,NaN,1,12.27808594,9,0.01,11.8,1.002703748,35,11.937,1.011357962,128,8.750395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,887,43,-999,-999,-999,-999,-999,-999,-999,4217.283672,0,605.8280048,0
111,NaN,1,10.6178329,9,0.01,11.8,1.163340556,35,11.463,0.8487520006,128,8.28151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,888,43,-999,-999,-999,-999,-999,-999,-999,3555.538678,0,441.699752,0
112,NaN,1,10.69555059,9,0.01,11.8,1.177150641,35,12.101,1.013999816,128,8.91611783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,889,43,-999,-999,-999,-999,-999,-999,-999,4066.063392,0,508.8188045,0
113,NaN,1,10.92466929,9,0.01,11.8,0.9636777367,35,12.697,0.8349986912,128,9.496649192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,890,43,-999,-999,-999,-999,-999,-999,-999,3236.046944,0,413.6270892,0
114,NaN,1,10.64255902,9,0.01,11.8,0.9802336194,35,12.057,0.7850173611,128,8.860896902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,891,43,-999,-999,-999,-999,-999,-999,-999,3156.253903,0,393.0102358,0
115,NaN,1,9.704341723,9,0.01,11.8,0.8714361016,35,11.32,0.668341798,128,8.135377627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,892,43,-999,-999,-999,-999,-999,-999,-999,2769.519439,0,314.4534476,0
116,NaN,1,9.991348675,9,0.01,11.8,0.7167898653,35,11.728,0.6887767947,128,8.534902425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,893,43,-999,-999,-999,-999,-999,-999,-999,2790.429846,0,326.1978432,0
117,NaN,1,11.48995257,9,0.01,11.8,0.8239564098,35,12.411,0.8091195101,128,9.212836896,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,894,43,-999,-999,-999,-999,-999,-999,-999,3231.24584,0,434.3842789,0
118,NaN,1,11.13656574,9,0.01,11.8,0.738491877,35,12.143,0.7414467915,128,8.9530025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,895,43,-999,-999,-999,-999,-999,-999,-999,2993.02038,0,389.9840282,0
119,NaN,1,9.937832274,9,0.01,11.8,0.7653345794,35,11.624,0.6280892828,128,8.432915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,896,43,-999,-999,-999,-999,-999,-999,-999,2560.340811,0,297.6975793,0
120,NaN,1,10.592764,9,0.01,11.8,0.6889414834,35,12.073,0.5975024379,128,8.887534678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,897,43,-999,-999,-999,-999,-999,-999,-999,2395.155466,0,296.8444041,0
121,NaN,0,6,12,0.034,0.2,1.15445,0,0.6,0.973085905,1,0.6,1.053435625,2,0.6,0.933587223,3,0.6,0.794983131,5,0.6,0.93995319,6,0.6,0.72868884,7,0.6,NaN,NaN,NaN,NaN,NaN,NaN,0,342,10,-999,-999,-999,-999,-999,-999,-999,54799.07999,8439.418385,327.7671444,50.4782939
122,NaN,0,8.5,12,0.034,0.2,1.15136,0,0.6,1.260048384,1,0.6,1.142667232,5,0.6,0.910495488,7,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,343,10,-999,-999,-999,-999,-999,-999,-999,65331.28463,8612.087454,557.8464027,73.53631623
123,NaN,0,10.5,12,0.034,0.2,0.907809091,0,0.6,0.776222163,1,0.6,0.771456165,2,0.6,0.986153015,3,0.6,0.785315384,4,0.6,0.711586156,5,0.6,0.825289245,6,0.6,0.71303865,7,0.6,NaN,NaN,NaN,0,344,10,-999,-999,-999,-999,-999,-999,-999,47449.76588,5566.759843,501.794212,58.87000318
124,NaN,0,11,12,0.034,0.2,1.05874,0,0.6,1.07038614,1,0.6,0.860402707,2,0.6,1.060116362,4,0.6,0.725589813,5,0.6,0.990265991,7,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,345,10,-999,-999,-999,-999,-999,-999,-999,56331.03998,8196.073369,624.3565115,90.8428422
125,NaN,0,13.5,12,0.034,0.2,1.048058333,0,0.6,0.923968227,1,0.6,0.891897642,2,0.6,0.923077377,3,0.6,0.87156531,5,0.6,0.858464581,6,0.6,0.775563167,7,0.6,NaN,NaN,NaN,NaN,NaN,NaN,0,346,10,-999,-999,-999,-999,-999,-999,-999,52736.1031,4855.620195,718.4338077,66.14902316
126,NaN,0,1.250440917,1295,0.052,0.25,0.115,0,0.485,0.09,7,0.485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,48,15,-999,-999,-999,-999,-999,-999,-999,7400.772509,1276.374738,3.224890511,0.5561809632
127,NaN,1,3.79,1200,0.025,0.2,0.084,0,0.4,0.0839,1.15,0.4,0.0765,2.15,0.4,0.0756,3.15,0.4,0.0737,4.15,0.4,0.07,5.15,0.4,0.0552,6.15,0.4,0.0455,7.15,0.4,NaN,NaN,NaN,0,237,20,-999,-999,-999,-999,-999,-999,-999,3645.194082,702.3242901,25.49049493,4.91128685
128,NaN,1,2.53,1200,0.025,0.2,0.15,0,0.5,0.1644,1.15,0.5,0.1609,2.15,0.5,0.1582,3.15,0.5,0.1519,4.15,0.5,0.1364,5.15,0.5,0.1338,6.15,0.5,0.1367,7.15,0.5,NaN,NaN,NaN,0,238,20,-999,-999,-999,-999,-999,-999,-999,6709.136592,541.7754863,29.87250018,2.412260966
129,NaN,1,1.58,1200,0.025,0.2,0.114,0,0.6,0.1137,1.15,0.6,0.11,2.15,0.6,0.1078,3.15,0.6,0.105,4.15,0.6,0.0991,5.15,0.6,0.0962,6.15,0.6,0.0882,7.15,0.6,NaN,NaN,NaN,0,239,20,-999,-999,-999,-999,-999,-999,-999,4008.445691,349.8526231,8.973036208,0.7831564893
130,NaN,1,2.21,1200,0.025,0.2,0.131,0,0.6,0.1314,1.15,0.6,0.1263,2.15,0.6,0.1205,3.15,0.6,0.1221,4.15,0.6,0.1148,5.15,0.6,0.1075,6.15,0.6,0.0988,7.15,0.6,NaN,NaN,NaN,0,240,20,-999,-999,-999,-999,-999,-999,-999,4856.966297,467.922622,17.72806253,1.707930629
131,NaN,1,1.89,1200,0.025,0.2,0.161,0,0.7,0.1623,1.15,0.7,0.156,2.15,0.7,0.1626,3.15,0.7,0.1543,4.15,0.7,0.1479,5.15,0.7,0.1406,6.15,0.7,NaN,NaN,NaN,NaN,NaN,NaN,0,241,20,-999,-999,-999,-999,-999,-999,-999,5813.854434,308.7442034,16.08322464,0.8540981611
132,NaN,1,2.53,1200,0.025,0.2,0.187,0,1,0.1848,1.15,1,0.1817,2.15,1,0.1855,3.15,1,0.1846,4.15,1,0.1826,5.15,1,0.1726,6.15,1,NaN,NaN,NaN,NaN,NaN,NaN,0,242,20,-999,-999,-999,-999,-999,-999,-999,6075.965484,159.1397884,22.80279333,0.597243634
133,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1922068925,0,0.309203891,0.04622057553,1460,0.309203891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,53,19,-999,-999,-999,-999,-999,-999,-999,67293.51683,58269.8753,9.124250084,7.90074497
134,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1953196561,0,0.390016649,0.06866417298,1460,0.390016649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,54,19,-999,-999,-999,-999,-999,-999,-999,66172.08098,44898.97867,8.97151449,6.087338222
135,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1932086527,0,0.479387917,0.07684109606,1460,0.479387917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,55,19,-999,-999,-999,-999,-999,-999,-999,60957.03097,37147.27334,8.254239936,5.030141762
136,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1840896615,0,0.537431701,0.09526394957,1460,0.537431701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,56,19,-999,-999,-999,-999,-999,-999,-999,59523.61317,26766.32153,8.049211117,3.619534524
137,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1749706702,0,0.584114022,0.09196380965,1460,0.584114022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,57,19,-999,-999,-999,-999,-999,-999,-999,54545.75465,23987.51536,7.366459197,3.23953815
138,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1669416128,0,0.642176642,0.1041489145,1460,0.642176642,0.03794185471,1990,0.373803931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,58,19,-999,-999,-999,-999,-999,-999,-999,41698.58868,22833.35336,5.626263581,3.070652342
139,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1878405339,0,0.683160639,0.1171870056,1460,0.683160639,0.04906917481,1990,0.466324326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,59,19,-999,-999,-999,-999,-999,-999,-999,45911.11472,24300.98896,6.186664134,3.262395818
140,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.2086692006,0,0.724145912,0.1095083876,1460,0.724145912,0.05021776934,1990,0.53601839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,60,19,-999,-999,-999,-999,-999,-999,-999,46076.03454,28051.17584,6.199405763,3.7630602
141,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1991839764,0,0.769971419,0.1063565856,1460,0.769971419,0.05219104299,1990,0.602852326,0.0180948089,2480,0.304113545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,61,19,-999,-999,-999,-999,-999,-999,-999,35022.73705,26489.02615,4.707499216,3.547270871
142,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1896987521,0,0.784258137,0.09949981886,1460,0.784258137,0.04947746866,1990,0.65819909,0.01855243265,2480,0.359432517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,62,19,-999,-999,-999,-999,-999,-999,-999,32696.48585,25121.10331,4.391728972,3.362774432
143,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1802135279,0,0.827208505,0.1068001569,1460,0.827208505,0.05960607109,1990,0.707999257,0.01978962735,2480,0.409954636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,63,19,-999,-999,-999,-999,-999,-999,-999,32608.32601,22453.44468,4.373481194,2.998877752
144,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1923263157,0,0.832716277,0.1099083477,1460,0.832716277,0.0676794524,1990,0.752004011,0.02263599603,2480,0.464368128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,64,19,-999,-999,-999,-999,-999,-999,-999,34572.48631,23651.80265,4.634758831,3.159127603
145,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.2118948433,0,0.807230027,0.1080820305,1460,0.807230027,0.06825295302,1990,0.771917906,0.02260297299,2480,0.522533746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,65,19,-999,-999,-999,-999,-999,-999,-999,36335.0219,27381.18892,4.873147906,3.664416515
146,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.2138968963,0,0.810153297,0.1025588762,1460,0.810153297,0.0503541815,1990,0.783308769,0.01879733817,2480,0.572146759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,66,19,-999,-999,-999,-999,-999,-999,-999,33854.0683,29300.09795,4.53873292,3.922773777
147,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.2027378784,0,0.807393162,0.1117107321,1460,0.807393162,0.06085376526,1990,0.795615428,0.02072491499,2480,0.59893052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,67,19,-999,-999,-999,-999,-999,-999,-999,34761.79942,26909.03252,4.660477559,3.602882213
148,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1915788604,0,0.787690174,0.1149178622,1460,0.787690174,0.07280045129,1990,0.791885466,0.02332460454,2480,0.625713401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,68,19,-999,-999,-999,-999,-999,-999,-999,35671.04484,24733.44262,4.785209888,3.31433634
149,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1936843608,0,0.75832553,0.1142760067,1460,0.75832553,0.05356752539,1990,0.774513888,0.01933081674,2480,0.631382192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,69,19,-999,-999,-999,-999,-999,-999,-999,34276.46161,27262.41547,4.602428835,3.658831438
150,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1990839828,0,0.72612676,0.09371267109,1460,0.72612676,0.04945362945,1990,0.742241386,0.01779436633,2480,0.634196392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,70,19,-999,-999,-999,-999,-999,-999,-999,33061.92163,28893.64494,4.444308073,3.883000044
151,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.2044836048,0,0.705447386,0.09956159931,1460,0.705447386,0.05197444362,1990,0.712421735,0.0199392552,2480,0.637009583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,71,19,-999,-999,-999,-999,-999,-999,-999,35027.79733,29873.0257,4.712125395,4.01765574
