%kk	PairID	WaveType	T	D	A	hv	H1	x1	h1	H2	x2	h2	H3	x3	h3	H4	x4	h4	H5	x5	h5	H6	x6	h6	H7	x7	h7	H8	x8	h8	H9	x9	h9	Field	id	StudyID
98	NaN	1	12.25933181	9	0.01	11.8	0.991909461774195	35	11.843	0.914313252215472	128	8.630768035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	875	43
99	NaN	1	11.59202622	9	0.01	11.8	0.736737065988723	35	11.554	0.714387383790678	128	8.351095392	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	876	43
100	NaN	1	12.98422799	9	0.01	11.8	1.05921776396971	35	12.31	1.05739783521413	128	9.107341424	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	877	43
101	NaN	1	11.91259305	9	0.01	11.8	0.895651596341218	35	12.591	0.823993916932118	128	9.382985055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	878	43
102	NaN	1	12.4996964	9	0.01	11.8	0.854101606762827	35	11.773	0.781685770392995	128	8.569165	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	879	43
103	NaN	1	13.15750057	9	0.01	11.8	0.83413551562948	35	11.391	0.833585367645174	128	8.195775255	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	880	43
104	NaN	1	13.4170656	9	0.01	11.8	0.976829516991103	35	12.199	1.19483587666628	128	8.9999785	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	881	43
105	NaN	1	13.96570946	9	0.01	11.8	1.30508497707402	35	12.681	1.74422591008965	128	9.47644533	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	882	43
106	NaN	1	9.7562464	9	0.01	11.8	1.03539095509885	35	11.946	1.02878347111878	128	8.74555	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	883	43
107	NaN	1	11.40343094	9	0.01	11.8	1.19596670270152	35	11.398	1.24508517689149	128	8.202065751	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	884	43
108	NaN	1	13.70979922	9	0.01	11.8	1.47412041532529	35	12.01	1.37032165205812	128	8.814457261	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	885	43
109	NaN	1	11.5428112	9	0.01	11.8	1.01813001868130	35	12.529	0.924447244155921	128	9.328153568	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	886	43
110	NaN	1	12.27808594	9	0.01	11.8	1.00270374845494	35	11.937	1.01135796237710	128	8.750395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	887	43
111	NaN	1	10.6178329	9	0.01	11.8	1.16334055619087	35	11.463	0.848752000644316	128	8.28151	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	888	43
112	NaN	1	10.69555059	9	0.01	11.8	1.17715064101532	35	12.101	1.01399981586195	128	8.91611783	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	889	43
113	NaN	1	10.92466929	9	0.01	11.8	0.963677736728233	35	12.697	0.834998691249076	128	9.496649192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	890	43
114	NaN	1	10.64255902	9	0.01	11.8	0.98023361941968	35	12.057	0.785017361051145	128	8.860896902	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	891	43
115	NaN	1	9.704341723	9	0.01	11.8	0.871436101559644	35	11.32	0.668341798014932	128	8.135377627	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	892	43
116	NaN	1	9.991348675	9	0.01	11.8	0.7167898653341	35	11.728	0.68877679471717	128	8.534902425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	893	43
117	NaN	1	11.48995257	9	0.01	11.8	0.823956409791206	35	12.411	0.809119510098185	128	9.212836896	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	894	43
118	NaN	1	11.13656574	9	0.01	11.8	0.738491876974395	35	12.143	0.741446791486797	128	8.9530025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	895	43
119	NaN	1	9.937832274	9	0.01	11.8	0.765334579395423	35	11.624	0.628089282840444	128	8.432915	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	896	43
120	NaN	1	10.592764	9	0.01	11.8	0.688941483437185	35	12.073	0.59750243792504	128	8.887534678	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	897	43
121	NaN	0	6	12	0.034	0.2	1.15445	0	0.6	0.973085905	1	0.6	1.053435625	2	0.6	0.933587223	3	0.6	0.794983131	5	0.6	0.93995319	6	0.6	0.72868884	7	0.6	NaN	NaN	NaN	NaN	NaN	NaN	0	342	10
122	NaN	0	8.5	12	0.034	0.2	1.15136	0	0.6	1.260048384	1	0.6	1.142667232	5	0.6	0.910495488	7	0.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	343	10
123	NaN	0	10.5	12	0.034	0.2	0.907809091	0	0.6	0.776222163	1	0.6	0.771456165	2	0.6	0.986153015	3	0.6	0.785315384	4	0.6	0.711586156	5	0.6	0.825289245	6	0.6	0.71303865	7	0.6	NaN	NaN	NaN	0	344	10
124	NaN	0	11	12	0.034	0.2	1.05874	0	0.6	1.07038614	1	0.6	0.860402707	2	0.6	1.060116362	4	0.6	0.725589813	5	0.6	0.990265991	7	0.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	345	10
125	NaN	0	13.5	12	0.034	0.2	1.048058333	0	0.6	0.923968227	1	0.6	0.891897642	2	0.6	0.923077377	3	0.6	0.87156531	5	0.6	0.858464581	6	0.6	0.775563167	7	0.6	NaN	NaN	NaN	NaN	NaN	NaN	0	346	10
126	NaN	0	1.250440917	1295	0.052	0.25	0.115	0	0.485	0.09	7	0.485	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	48	15
127	NaN	1	3.79	1200	0.025	0.2	0.084	0	0.4	0.0839	1.15	0.4	0.0765	2.15	0.4	0.0756	3.15	0.4	0.0737	4.15	0.4	0.07	5.15	0.4	0.0552	6.15	0.4	0.0455	7.15	0.4	NaN	NaN	NaN	0	237	20
128	NaN	1	2.53	1200	0.025	0.2	0.15	0	0.5	0.1644	1.15	0.5	0.1609	2.15	0.5	0.1582	3.15	0.5	0.1519	4.15	0.5	0.1364	5.15	0.5	0.1338	6.15	0.5	0.1367	7.15	0.5	NaN	NaN	NaN	0	238	20
129	NaN	1	1.58	1200	0.025	0.2	0.114	0	0.6	0.1137	1.15	0.6	0.11	2.15	0.6	0.1078	3.15	0.6	0.105	4.15	0.6	0.0991	5.15	0.6	0.0962	6.15	0.6	0.0882	7.15	0.6	NaN	NaN	NaN	0	239	20
130	NaN	1	2.21	1200	0.025	0.2	0.131	0	0.6	0.1314	1.15	0.6	0.1263	2.15	0.6	0.1205	3.15	0.6	0.1221	4.15	0.6	0.1148	5.15	0.6	0.1075	6.15	0.6	0.0988	7.15	0.6	NaN	NaN	NaN	0	240	20
131	NaN	1	1.89	1200	0.025	0.2	0.161	0	0.7	0.1623	1.15	0.7	0.156	2.15	0.7	0.1626	3.15	0.7	0.1543	4.15	0.7	0.1479	5.15	0.7	0.1406	6.15	0.7	NaN	NaN	NaN	NaN	NaN	NaN	0	241	20
132	NaN	1	2.53	1200	0.025	0.2	0.187	0	1	0.1848	1.15	1	0.1817	2.15	1	0.1855	3.15	1	0.1846	4.15	1	0.1826	5.15	1	0.1726	6.15	1	NaN	NaN	NaN	NaN	NaN	NaN	0	242	20
133	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.192206892528244	0	0.309203891	0.0462205755310534	1460	0.309203891	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	53	19
134	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.195319656071673	0	0.390016649	0.0686641729843566	1460	0.390016649	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	54	19
135	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.193208652706827	0	0.479387917	0.0768410960640082	1460	0.479387917	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	55	19
136	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.184089661453230	0	0.537431701	0.0952639495733868	1460	0.537431701	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	56	19
137	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.174970670199632	0	0.584114022	0.0919638096541822	1460	0.584114022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	57	19
138	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.166941612819221	0	0.642176642	0.104148914509407	1460	0.642176642	0.0379418547145669	1990	0.373803931	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	58	19
139	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.187840533919167	0	0.683160639	0.117187005574492	1460	0.683160639	0.0490691748108244	1990	0.466324326	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	59	19
140	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.208669200565487	0	0.724145912	0.109508387563826	1460	0.724145912	0.0502177693448359	1990	0.53601839	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	60	19
141	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.199183976357056	0	0.769971419	0.106356585605830	1460	0.769971419	0.0521910429925595	1990	0.602852326	0.0180948088975682	2480	0.304113545	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	61	19
142	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.189698752148624	0	0.784258137	0.0994998188614545	1460	0.784258137	0.0494774686568205	1990	0.65819909	0.0185524326527766	2480	0.359432517	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	62	19
143	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.180213527940192	0	0.827208505	0.106800156943810	1460	0.827208505	0.0596060710864468	1990	0.707999257	0.0197896273482601	2480	0.409954636	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	63	19
144	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.192326315654166	0	0.832716277	0.109908347655698	1460	0.832716277	0.0676794523992077	1990	0.752004011	0.0226359960250385	2480	0.464368128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	64	19
145	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.211894843305871	0	0.807230027	0.108082030483669	1460	0.807230027	0.0682529530222875	1990	0.771917906	0.0226029729876617	2480	0.522533746	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	65	19
146	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.213896896311711	0	0.810153297	0.102558876201434	1460	0.810153297	0.0503541814987703	1990	0.783308769	0.0187973381687823	2480	0.572146759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	66	19
147	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.202737878373781	0	0.807393162	0.111710732117687	1460	0.807393162	0.0608537652626552	1990	0.795615428	0.0207249149852218	2480	0.59893052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	67	19
148	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.191578860435851	0	0.787690174	0.114917862188922	1460	0.787690174	0.0728004512869677	1990	0.791885466	0.0233246045399365	2480	0.625713401	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	68	19
149	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.193684360756187	0	0.75832553	0.114276006654800	1460	0.75832553	0.0535675253926275	1990	0.774513888	0.0193308167367117	2480	0.631382192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	69	19
150	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.199083982756345	0	0.72612676	0.0937126710931214	1460	0.72612676	0.0494536294451101	1990	0.742241386	0.0177943663281798	2480	0.634196392	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	70	19
151	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.204483604756503	0	0.705447386	0.099561599313462	1460	0.705447386	0.0519744436186372	1990	0.712421735	0.0199392552047843	2480	0.637009583	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	71	19
152	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.202461694804519	0	0.714051658	0.0985771458663961	1460	0.714051658	0.0498945570701335	1990	0.686183477	0.0196327094842648	2480	0.615465664	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	72	19
153	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.199945936219212	0	0.702769902	0.102554172663044	1460	0.702769902	0.0701204934167755	1990	0.653915293	0.0306848435670733	2480	0.585819148	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	73	19
154	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.197430177633905	0	0.646033037	0.094521154960554	1460	0.646033037	0.069839225637356	1990	0.632960978	0.0302369627193763	2480	0.562236202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	74	19
155	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.209783651990303	0	0.583615103	0.0886389995330162	1460	0.583615103	0.0462260175154291	1990	0.613098776	0.0174418318326141	2480	0.541280394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	75	19
156	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.224487073277979	0	0.558128294	0.0868139197827501	1460	0.558128294	0.0513320232782829	1990	0.593871189	0.0177903764300979	2480	0.520396947	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	76	19
157	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.239190493611591	0	0.537598161	0.0772423555918412	1460	0.537598161	0.038304168372098	1990	0.564439909	0.0121200262019578	2480	0.496541503	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	77	19
158	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.225881622799037	0	0.489615119	0.0667565580611663	1460	0.489615119	0.0367600654115539	1990	0.488180911	0.0124765925744469	2480	0.469205512	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	78	19
159	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.177756212488985	0	0.416475488	0.0437893795059073	1460	0.416475488	0.0222659630309744	1990	0.446139057	0.00781478019968071	2480	0.423513439	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	79	19
160	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.139612434775961	0	0.358738228	0.0356290313902387	1460	0.358738228	0.0154924651351863	1990	0.399725621	0.00453385418709298	2480	0.379925914	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	80	19
161	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.142075385886654	0	0.328422657	0.0336736617184609	1460	0.328422657	0.0127395375435691	1990	0.339165531	0.00414971439411941	2480	0.346965243	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	81	19
162	NaN	1	6.5	1.29842288	0.2368305	0.365231571	0.144538336043283	0	0.302849717	0.0318556181944871	1460	0.302849717	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	82	19
163	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.132351584	0	0.8803	0.123134333	31.8	0.299	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	383	28
164	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.132794932	0	0.8858	0.120827036	31.8	0.3045	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	384	28
165	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.126064111	0	0.8023	0.113037158	31.8	0.221	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	385	28
166	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.119341352	0	0.7189	0.105622972	31.8	0.1376	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	386	28
167	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.121034133	0	0.7399	0.105163533	31.8	0.1586	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	387	28
168	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.129860778	0	0.8494	0.114495433	31.8	0.2681	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	388	28
169	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.132811053	0	0.886	0.115726942	31.8	0.3047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	389	28
170	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.137865214	0	0.9487	0.119179707	31.8	0.3674	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	390	28
171	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.13072329	0	0.8601	0.111968412	31.8	0.2788	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	391	28
172	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.133673566	0	0.8967	0.112403014	31.8	0.3154	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	392	28
173	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.121050255	0	0.7401	0.101143043	31.8	0.1588	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	393	28
174	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.125685251	0	0.7976	0.1048823	31.8	0.2163	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	394	28
175	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.126950806	0	0.8133	0.105367228	31.8	0.232	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	395	28
176	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.130320247	0	0.8551	0.107614872	31.8	0.2738	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	396	28
177	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.133689687	0	0.8969	0.11011677	31.8	0.3156	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	397	28
178	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.116012215	0	0.6776	0.095677914	31.8	0.0963	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	398	28
179	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.122734975	0	0.761	0.101061511	31.8	0.1797	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	399	28
180	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.119381656	0	0.7194	0.097801465	31.8	0.1381	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	400	28
181	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.119381656	0	0.7194	0.097428966	31.8	0.1381	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	401	28
182	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.123581366	0	0.7715	0.100856405	31.8	0.1902	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	402	28
183	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.120236108	0	0.73	0.096455655	31.8	0.1487	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	403	28
184	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.123605548	0	0.7718	0.098248446	31.8	0.1905	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	404	28
185	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.127394154	0	0.8188	0.101259837	31.8	0.2375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	405	28
186	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.129498039	0	0.8449	0.103490077	31.8	0.2636	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	406	28
187	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.122348054	0	0.7562	0.096356213	31.8	0.1749	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	407	28
188	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.122767218	0	0.7614	0.096073356	31.8	0.1801	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	408	28
189	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.126991111	0	0.8138	0.096790136	31.8	0.2325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	409	28
